sample_set_id,sample_id,quote_side,threshold_ticks,persistence_count,horizon_ms,intent_count,positive_intent_count,positive_intent_rate,total_optimistic_mid_pnl_ticks,mean_optimistic_mid_pnl_ticks,median_optimistic_mid_pnl_ticks,min_optimistic_mid_pnl_ticks,max_optimistic_mid_pnl_ticks,total_optimistic_mid_pnl_usdc,mean_optimistic_mid_pnl_usdc,assumption_set
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_c_event,sell,75,3,10000,2089,1355,0.648636,172530,82.589756,55,-915,1285,172.53,0.08258976,unconstrained_all_intents
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_c_event,sell,100,1,100,2177,2000,0.918695,43990,20.206706,5,-185,295,43.99,0.02020671,unconstrained_all_intents
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_c_event,sell,100,1,250,2177,1999,0.918236,44605,20.489205,5,-185,295,44.605,0.02048921,unconstrained_all_intents
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_c_event,sell,100,1,500,2177,1966,0.903078,58510,26.876435,5,-170,355,58.51,0.02687644,unconstrained_all_intents
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_c_event,sell,100,1,1000,2176,1895,0.870864,82380,37.858456,5,-390,405,82.38,0.03785846,unconstrained_all_intents
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_c_event,sell,100,1,5000,2169,1487,0.685569,139330,64.236976,45,-575,750,139.33,0.06423698,unconstrained_all_intents
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_c_event,sell,100,1,10000,2161,1422,0.658029,191835,88.771402,65,-965,1285,191.835,0.0887714,unconstrained_all_intents
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_c_event,sell,100,2,100,1953,1834,0.939068,44465,22.767537,5,-170,295,44.465,0.02276754,unconstrained_all_intents
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_c_event,sell,100,2,250,1953,1833,0.938556,45020,23.051715,5,-170,295,45.02,0.02305172,unconstrained_all_intents
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_c_event,sell,100,2,500,1953,1801,0.922171,57635,29.511009,5,-170,355,57.635,0.02951101,unconstrained_all_intents
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_c_event,sell,100,2,1000,1952,1738,0.890369,79410,40.681352,5,-285,405,79.41,0.04068135,unconstrained_all_intents
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_c_event,sell,100,2,5000,1946,1347,0.692189,131530,67.589928,45,-575,750,131.53,0.06758993,unconstrained_all_intents
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_c_event,sell,100,2,10000,1938,1288,0.664603,187355,96.674407,65,-835,1285,187.355,0.09667441,unconstrained_all_intents
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_c_event,sell,100,3,100,1763,1659,0.94101,40740,23.108338,5,-170,295,40.74,0.02310834,unconstrained_all_intents
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_c_event,sell,100,3,250,1763,1657,0.939875,40985,23.247306,5,-170,295,40.985,0.02324731,unconstrained_all_intents
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_c_event,sell,100,3,500,1763,1626,0.922292,51605,29.271129,5,-170,355,51.605,0.02927113,unconstrained_all_intents
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_c_event,sell,100,3,1000,1762,1563,0.88706,70555,40.042565,5,-285,405,70.555,0.04004257,unconstrained_all_intents
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_c_event,sell,100,3,5000,1757,1213,0.690381,119680,68.116107,45,-575,750,119.68,0.06811611,unconstrained_all_intents
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_c_event,sell,100,3,10000,1749,1159,0.662664,175490,100.337336,65,-835,1285,175.49,0.10033734,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,50,1,100,204,203,0.995098,7155,35.073529,15,-5,250,7.155,0.03507353,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,50,1,250,204,203,0.995098,7265,35.612745,15,-5,250,7.265,0.03561275,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,50,1,500,204,204,1,9100,44.607843,25,5,265,9.1,0.04460784,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,50,1,1000,204,204,1,11880,58.235294,45,5,265,11.88,0.05823529,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,50,1,5000,204,185,0.906863,19655,96.348039,95,-185,375,19.655,0.09634804,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,50,1,10000,204,169,0.828431,22905,112.279412,105,-405,475,22.905,0.11227941,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,50,2,100,125,125,1,3770,30.16,15,5,165,3.77,0.03016,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,50,2,250,125,125,1,3800,30.4,15,5,165,3.8,0.0304,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,50,2,500,125,125,1,4860,38.88,15,5,175,4.86,0.03888,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,50,2,1000,125,125,1,6210,49.68,40,5,265,6.21,0.04968,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,50,2,5000,125,111,0.888,11070,88.56,85,-185,315,11.07,0.08856,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,50,2,10000,125,103,0.824,13455,107.64,95,-245,475,13.455,0.10764,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,50,3,100,82,82,1,2200,26.829268,5,5,145,2.2,0.02682927,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,50,3,250,82,82,1,2200,26.829268,5,5,145,2.2,0.02682927,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,50,3,500,82,82,1,2780,33.902439,10,5,175,2.78,0.03390244,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,50,3,1000,82,82,1,3585,43.719512,20,5,205,3.585,0.04371951,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,50,3,5000,82,71,0.865854,7160,87.317073,85,-185,265,7.16,0.08731707,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,50,3,10000,82,68,0.829268,8730,106.463415,100,-245,335,8.73,0.10646341,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,75,1,100,75,74,0.986667,4505,60.066667,45,-5,250,4.505,0.06006667,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,75,1,250,75,74,0.986667,4605,61.4,45,-5,250,4.605,0.0614,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,75,1,500,75,75,1,5910,78.8,65,5,265,5.91,0.0788,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,75,1,1000,75,75,1,7360,98.133333,85,5,265,7.36,0.09813333,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,75,1,5000,75,72,0.96,10145,135.266667,125,-145,365,10.145,0.13526667,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,75,1,10000,75,68,0.906667,11660,155.466667,155,-185,475,11.66,0.15546667,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,75,2,100,26,26,1,1810,69.615385,45,5,165,1.81,0.06961538,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,75,2,250,26,26,1,1810,69.615385,45,5,165,1.81,0.06961538,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,75,2,500,26,26,1,2125,81.730769,65,5,175,2.125,0.08173077,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,75,2,1000,26,26,1,2675,102.884615,90,5,265,2.675,0.10288462,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,75,2,5000,26,25,0.961538,3450,132.692308,145,-145,315,3.45,0.13269231,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,75,2,10000,26,25,0.961538,4300,165.384615,165,-185,475,4.3,0.16538462,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,75,3,100,5,5,1,485,97,115,25,145,0.485,0.097,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,75,3,250,5,5,1,485,97,115,25,145,0.485,0.097,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,75,3,500,5,5,1,555,111,115,35,175,0.555,0.111,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,75,3,1000,5,5,1,600,120,110,45,205,0.6,0.12,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,75,3,5000,5,5,1,645,129,165,5,225,0.645,0.129,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,75,3,10000,5,5,1,895,179,215,15,335,0.895,0.179,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,100,1,100,43,42,0.976744,3330,77.44186,75,-5,250,3.33,0.07744186,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,100,1,250,43,42,0.976744,3400,79.069767,75,-5,250,3.4,0.07906977,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,100,1,500,43,43,1,4460,103.72093,105,15,265,4.46,0.10372093,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,100,1,1000,43,43,1,5450,126.744186,125,25,265,5.45,0.12674419,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,100,1,5000,43,43,1,7485,174.069767,165,25,365,7.485,0.17406977,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,100,1,10000,43,40,0.930233,8515,198.023256,185,-35,475,8.515,0.19802326,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,100,2,100,10,10,1,1065,106.5,97.5,25,165,1.065,0.1065,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,100,2,250,10,10,1,1065,106.5,97.5,25,165,1.065,0.1065,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,100,2,500,10,10,1,1140,114,120,25,175,1.14,0.114,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,100,2,1000,10,10,1,1410,141,145,35,265,1.41,0.141,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,100,2,5000,10,10,1,1990,199,195,95,315,1.99,0.199,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,100,2,10000,10,10,1,2580,258,235,105,475,2.58,0.258,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,100,3,100,2,2,1,230,115,115,85,145,0.23,0.115,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,100,3,250,2,2,1,230,115,115,85,145,0.23,0.115,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,100,3,500,2,2,1,230,115,115,85,145,0.23,0.115,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,100,3,1000,2,2,1,240,120,120,95,145,0.24,0.12,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,100,3,5000,2,2,1,390,195,195,165,225,0.39,0.195,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,buy,100,3,10000,2,2,1,550,275,275,215,335,0.55,0.275,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,50,1,100,1114,1109,0.995512,17015,15.273788,5,-85,165,17.015,0.01527379,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,50,1,250,1114,1109,0.995512,17410,15.628366,5,-85,165,17.41,0.01562837,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,50,1,500,1114,1108,0.994614,21640,19.425494,5,-45,185,21.64,0.01942549,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,50,1,1000,1114,1095,0.982944,28705,25.767504,5,-145,235,28.705,0.0257675,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,50,1,5000,1114,944,0.847397,58960,52.926391,45,-255,440,58.96,0.05292639,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,50,1,10000,1113,828,0.743935,65730,59.056604,45,-290,625,65.73,0.0590566,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,50,2,100,967,966,0.998966,15015,15.527404,5,-35,165,15.015,0.0155274,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,50,2,250,967,966,0.998966,15230,15.749741,5,-35,165,15.23,0.01574974,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,50,2,500,967,963,0.995863,18215,18.836608,5,-35,185,18.215,0.01883661,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,50,2,1000,967,951,0.983454,24090,24.912099,5,-145,235,24.09,0.0249121,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,50,2,5000,967,817,0.844881,49940,51.644261,35,-255,440,49.94,0.05164426,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,50,2,10000,967,721,0.745605,55655,57.554292,45,-290,625,55.655,0.05755429,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,50,3,100,843,842,0.998814,12275,14.561091,5,-35,165,12.275,0.01456109,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,50,3,250,843,842,0.998814,12440,14.756821,5,-35,165,12.44,0.01475682,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,50,3,500,843,839,0.995255,14875,17.645314,5,-35,185,14.875,0.01764531,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,50,3,1000,843,827,0.98102,20070,23.807829,5,-145,235,20.07,0.02380783,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,50,3,5000,843,706,0.837485,42270,50.142349,35,-255,440,42.27,0.05014235,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,50,3,10000,843,627,0.743772,47085,55.854093,45,-275,615,47.085,0.05585409,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,75,1,100,618,617,0.998382,12740,20.614887,5,-55,165,12.74,0.02061489,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,75,1,250,618,617,0.998382,13005,21.043689,5,-55,165,13.005,0.02104369,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,75,1,500,618,618,1,16425,26.57767,5,5,185,16.425,0.02657767,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,75,1,1000,618,615,0.995146,22200,35.92233,15,-50,235,22.2,0.03592233,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,75,1,5000,618,540,0.873786,43630,70.598706,55,-185,440,43.63,0.07059871,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,75,1,10000,618,471,0.762136,49355,79.86246,65,-290,625,49.355,0.07986246,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,75,2,100,499,499,1,10460,20.961924,5,5,165,10.46,0.02096192,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,75,2,250,499,499,1,10470,20.981964,5,5,165,10.47,0.02098196,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,75,2,500,499,499,1,12790,25.631263,5,5,185,12.79,0.02563126,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,75,2,1000,499,496,0.993988,16905,33.877756,15,-50,235,16.905,0.03387776,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,75,2,5000,499,431,0.863727,33705,67.54509,55,-135,440,33.705,0.06754509,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,75,2,10000,499,379,0.759519,38545,77.244489,55,-290,615,38.545,0.07724449,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,75,3,100,403,403,1,7570,18.784119,5,5,165,7.57,0.01878412,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,75,3,250,403,403,1,7580,18.808933,5,5,165,7.58,0.01880893,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,75,3,500,403,403,1,9220,22.878412,5,5,185,9.22,0.02287841,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,75,3,1000,403,400,0.992556,12525,31.079404,5,-50,235,12.525,0.0310794,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,75,3,5000,403,339,0.841191,25325,62.841191,45,-135,440,25.325,0.06284119,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,75,3,10000,403,304,0.754342,29760,73.846154,55,-175,615,29.76,0.07384615,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,100,1,100,338,338,1,8765,25.931953,5,5,165,8.765,0.02593195,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,100,1,250,338,338,1,8935,26.434911,5,5,165,8.935,0.02643491,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,100,1,500,338,338,1,11095,32.825444,15,5,185,11.095,0.03282544,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,100,1,1000,338,336,0.994083,15365,45.45858,35,-15,235,15.365,0.04545858,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,100,1,5000,338,304,0.899408,31380,92.840237,75,-115,440,31.38,0.09284024,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,100,1,10000,338,271,0.801775,35740,105.739645,105,-215,625,35.74,0.10573964,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,100,2,100,250,250,1,6440,25.76,5,5,165,6.44,0.02576,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,100,2,250,250,250,1,6440,25.76,5,5,165,6.44,0.02576,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,100,2,500,250,250,1,7955,31.82,5,5,185,7.955,0.03182,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,100,2,1000,250,248,0.992,10445,41.78,25,-15,235,10.445,0.04178,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,100,2,5000,250,221,0.884,22135,88.54,75,-115,435,22.135,0.08854,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,100,2,10000,250,202,0.808,25860,103.44,110,-215,615,25.86,0.10344,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,100,3,100,186,186,1,3960,21.290323,5,5,145,3.96,0.02129032,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,100,3,250,186,186,1,3960,21.290323,5,5,145,3.96,0.02129032,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,100,3,500,186,186,1,4940,26.55914,5,5,185,4.94,0.02655914,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,100,3,1000,186,184,0.989247,6905,37.123656,5,-15,235,6.905,0.03712366,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,100,3,5000,186,162,0.870968,15515,83.413978,65,-115,360,15.515,0.08341398,unconstrained_all_intents
canonical_7,xemm_0609_active_a_event,sell,100,3,10000,186,151,0.811828,18300,98.387097,110,-175,615,18.3,0.0983871,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,50,1,100,203,203,1,8050,39.655172,25,5,275,8.05,0.03965517,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,50,1,250,203,203,1,8210,40.44335,25,5,275,8.21,0.04044335,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,50,1,500,203,203,1,9895,48.743842,35,5,275,9.895,0.04874384,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,50,1,1000,203,203,1,13710,67.536946,55,5,275,13.71,0.06753695,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,50,1,5000,203,188,0.926108,23570,116.108374,105,-55,325,23.57,0.11610837,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,50,1,10000,203,163,0.802956,20885,102.881773,105,-275,395,20.885,0.10288177,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,50,2,100,118,118,1,4380,37.118644,25,5,165,4.38,0.03711864,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,50,2,250,118,118,1,4430,37.542373,25,5,165,4.43,0.03754237,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,50,2,500,118,118,1,5395,45.720339,35,5,175,5.395,0.04572034,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,50,2,1000,118,118,1,7335,62.161017,55,5,175,7.335,0.06216102,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,50,2,5000,118,108,0.915254,12000,101.694915,95,-45,325,12,0.10169492,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,50,2,10000,118,84,0.711864,9445,80.042373,70,-275,385,9.445,0.08004237,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,50,3,100,67,67,1,2185,32.61194,20,5,155,2.185,0.03261194,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,50,3,250,67,67,1,2225,33.208955,20,5,155,2.225,0.03320896,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,50,3,500,67,67,1,2770,41.343284,25,5,155,2.77,0.04134328,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,50,3,1000,67,67,1,3850,57.462687,45,5,155,3.85,0.05746269,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,50,3,5000,67,58,0.865672,5460,81.492537,75,-45,245,5.46,0.08149254,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,50,3,10000,67,42,0.626866,3015,45,45,-275,335,3.015,0.045,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,75,1,100,94,94,1,4665,49.62766,45,5,275,4.665,0.04962766,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,75,1,250,94,94,1,4785,50.904255,45,5,275,4.785,0.05090426,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,75,1,500,94,94,1,5620,59.787234,47.5,5,275,5.62,0.05978723,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,75,1,1000,94,94,1,7445,79.202128,65,5,275,7.445,0.07920213,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,75,1,5000,94,87,0.925532,11305,120.265957,115,-45,325,11.305,0.12026596,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,75,1,10000,94,77,0.819149,10520,111.914894,120,-255,385,10.52,0.11191489,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,75,2,100,38,38,1,1785,46.973684,35,5,165,1.785,0.04697368,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,75,2,250,38,38,1,1825,48.026316,35,5,165,1.825,0.04802632,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,75,2,500,38,38,1,2065,54.342105,45,5,175,2.065,0.05434211,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,75,2,1000,38,38,1,2630,69.210526,55,5,175,2.63,0.06921053,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,75,2,5000,38,34,0.894737,3810,100.263158,105,-45,325,3.81,0.10026316,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,75,2,10000,38,26,0.684211,3260,85.789474,95,-255,385,3.26,0.08578947,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,75,3,100,12,12,1,350,29.166667,20,5,125,0.35,0.02916667,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,75,3,250,12,12,1,350,29.166667,20,5,125,0.35,0.02916667,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,75,3,500,12,12,1,380,31.666667,25,5,125,0.38,0.03166667,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,75,3,1000,12,12,1,620,51.666667,45,5,125,0.62,0.05166667,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,75,3,5000,12,8,0.666667,505,42.083333,20,-45,145,0.505,0.04208333,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,75,3,10000,12,5,0.416667,30,2.5,-35,-255,145,0.03,0.0025,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,100,1,100,33,33,1,2690,81.515152,65,5,275,2.69,0.08151515,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,100,1,250,33,33,1,2730,82.727273,65,5,275,2.73,0.08272727,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,100,1,500,33,33,1,3045,92.272727,80,25,275,3.045,0.09227273,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,100,1,1000,33,33,1,3685,111.666667,105,25,275,3.685,0.11166667,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,100,1,5000,33,31,0.939394,4875,147.727273,165,-45,325,4.875,0.14772727,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,100,1,10000,33,29,0.878788,4495,136.212121,185,-255,385,4.495,0.13621212,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,100,2,100,4,4,1,400,100,100,35,165,0.4,0.1,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,100,2,250,4,4,1,400,100,100,35,165,0.4,0.1,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,100,2,500,4,4,1,430,107.5,100,55,175,0.43,0.1075,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,100,2,1000,4,4,1,440,110,105,55,175,0.44,0.11,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,100,2,5000,4,4,1,430,107.5,115,5,195,0.43,0.1075,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,buy,100,2,10000,4,3,0.75,400,100,100,-15,215,0.4,0.1,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,sell,50,1,100,1115,1110,0.995516,19430,17.426009,5,-45,165,19.43,0.01742601,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,sell,50,1,250,1115,1109,0.994619,19740,17.704036,5,-25,165,19.74,0.01770404,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,sell,50,1,500,1115,1109,0.994619,22960,20.591928,5,-25,205,22.96,0.02059193,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,sell,50,1,1000,1113,1087,0.97664,31865,28.629829,5,-65,275,31.865,0.02862983,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,sell,50,1,5000,1112,849,0.763489,63705,57.288669,47.5,-245,595,63.705,0.05728867,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,sell,50,1,10000,1109,731,0.659152,69475,62.646528,55,-385,655,69.475,0.06264653,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,sell,50,2,100,932,932,1,16305,17.494635,5,5,165,16.305,0.01749464,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,sell,50,2,250,932,931,0.998927,16460,17.660944,5,0,165,16.46,0.01766094,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,sell,50,2,500,932,929,0.996781,18900,20.27897,5,-15,205,18.9,0.02027897,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,sell,50,2,1000,930,906,0.974194,26415,28.403226,5,-65,275,26.415,0.02840323,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,sell,50,2,5000,930,703,0.755914,53765,57.811828,50,-245,595,53.765,0.05781183,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,sell,50,2,10000,928,610,0.657328,59700,64.331897,55,-385,645,59.7,0.0643319,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,sell,50,3,100,775,775,1,13680,17.651613,5,5,165,13.68,0.01765161,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,sell,50,3,250,775,774,0.99871,13835,17.851613,5,0,165,13.835,0.01785161,unconstrained_all_intents
canonical_7,xemm_0609_active_b_event,sell,50,3,500,775,772,0.996129,16025,20.677419,5,-15,205,16.025,0.02067742,unconstrained_all_intents
