event_sequence,source_channel,source_event_exchange_time_ms,source_local_receive_ts_ns,candidate_age_seconds_at_eval,side,quote_px,bid,ask,spread_ticks,order_size_btc,same_side_top_qty_btc,same_side_top_order_count,top_depth_multiple_of_order,rolling_trade_count_last_3s,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,required_depletion_qty_btc,queue_depletion_multiple,public_depletion_status,quality_bucket,dynamic_size_btc,allowed,skip_reason,bbo_history_count,bbo_history_span_ms,last_l2_age_ms,same_touch_bbo_count,bbo_history_status,freshness_source,touch_stability_ms,last_touch_change_ms,previous_top_qty,current_top_qty,reset_qty_delta,previous_order_count,current_order_count,reset_order_count_delta,top_reset_status,top_reset_reason,fresh_touch_evidence_status,fresh_touch_evidence_reason,fresh_touch_block_reason,queue_reset_block_reason,local_receive_ordering_status,exchange_time_ordering_status,inference_scope,shadow_action,shadow_reason,fair_mid_source_status,fair_mid_source_reason,edge_gate_status,edge_gate_reason,fair_mid_px,edge_ticks,binance_source_age_ms,order_endpoint_called,private_endpoint_called,credential_read
422,trades,1782283534450,1782283534634601594,0.184654,buy,62717,62717,62718,1,0.005,0.00399,3,0.798,12,0.10534,0,0.10534,0.00899,11.71746384872080088987764182,depleted_top_plus_order_proxy,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,11,53893,5003,1,last_l2_too_old,real_bbo_history_stale,5003,1782283529447,,0.00399,,,3,,missing,no_prior_same_touch_bbo,block,last_l2_too_old,last_l2_too_old,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
423,l2Book,1782283534784,1782283535075648112,0.29173,buy,62717,62717,62718,1,0.005,4.8765,46,975.3,7,0.10533,0,0.10533,4.8815,0.0215773840008194202601659326,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,12,59230,0,2,same_touch_stable_enough,real_bbo_history_touch_stability,5337,1782283529447,0.00399,4.8765,4.87251,3,46,43,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
424,trades,1782283536075,1782283536340685889,0.265823,buy,62717,62717,62718,1,0.005,4.8765,46,975.3,5,0.06349,0,0.06349,4.8815,0.01300624807948376523609546246,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,11,53761,1291,2,same_touch_stable_enough,real_bbo_history_touch_stability,6628,1782283529447,0.00399,4.8765,4.87251,3,46,43,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
425,trades,1782283538011,1782283538336036964,0.325136,buy,62717,62717,62718,1,0.005,4.8765,46,975.3,2,0,0,0,4.8815,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,11,53761,3227,2,same_touch_stable_enough,real_bbo_history_touch_stability,8564,1782283529447,0.00399,4.8765,4.87251,3,46,43,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
426,trades,1782283538358,1782283538576265006,0.218401,buy,62717,62717,62718,1,0.005,4.8765,46,975.3,25,0.03142,1.55516,1.58658,4.8815,0.3250189490935163371914370583,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,11,53761,3574,2,same_touch_stable_enough,real_bbo_history_touch_stability,8911,1782283529447,0.00399,4.8765,4.87251,3,46,43,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,outside_quality_a_b_queue_bands,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
427,trades,1782283538514,1782283538816685164,0.302758,buy,62717,62717,62718,1,0.005,4.8765,46,975.3,26,0.03142,1.55516,1.58658,4.8815,0.3250189490935163371914370583,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,11,53761,3730,2,same_touch_stable_enough,real_bbo_history_touch_stability,9067,1782283529447,0.00399,4.8765,4.87251,3,46,43,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,outside_quality_a_b_queue_bands,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
428,trades,1782283539512,1782283539703999370,0.192085,buy,62717,62717,62718,1,0.005,4.8765,46,975.3,27,0.03142,1.55516,1.58658,4.8815,0.3250189490935163371914370583,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,11,53761,4728,2,same_touch_stable_enough,real_bbo_history_touch_stability,10065,1782283529447,0.00399,4.8765,4.87251,3,46,43,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,outside_quality_a_b_queue_bands,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
429,l2Book,1782283540107,1782283540420356316,0.313456,buy,62711,62711,62712,1,0.005,16.7778,55,3355.56,27,1.2536,0,1.2536,16.7828,0.07469552160545320208785184832,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,12,59084,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1782283540107,,16.7778,,,55,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
430,trades,1782283540812,1782283541007608370,0.195706,buy,62711,62711,62712,1,0.005,16.7778,55,3355.56,28,1.2536,0,1.2536,16.7828,0.07469552160545320208785184832,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,12,59084,705,1,same_touch_stable_enough,real_bbo_history_touch_stability,705,1782283540107,,16.7778,,,55,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
431,trades,1782283541278,1782283541740940106,0.463046,buy,62711,62711,62712,1,0.005,16.7778,55,3355.56,28,1.28413,0,1.28413,16.7828,0.07651464594704101818528493458,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,11,53619,1171,1,same_touch_stable_enough,real_bbo_history_touch_stability,1171,1782283540107,,16.7778,,,55,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
432,trades,1782283541489,1782283541868701592,0.37976,buy,62711,62711,62712,1,0.005,16.7778,55,3355.56,6,0.03053,0,0.03053,16.7828,0.001819124341587816097433086255,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,11,53619,1382,1,same_touch_stable_enough,real_bbo_history_touch_stability,1382,1782283540107,,16.7778,,,55,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
433,trades,1782283542039,1782283542335982804,0.297063,buy,62711,62711,62712,1,0.005,16.7778,55,3355.56,6,0.03053,0,0.03053,16.7828,0.001819124341587816097433086255,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,11,53619,1932,1,same_touch_stable_enough,real_bbo_history_touch_stability,1932,1782283540107,,16.7778,,,55,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
434,trades,1782283543322,1782283543607509596,0.285583,buy,62711,62711,62712,1,0.005,16.7778,55,3355.56,5,0.03053,0,0.03053,16.7828,0.001819124341587816097433086255,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,11,53619,3215,1,same_touch_stable_enough,real_bbo_history_touch_stability,3215,1782283540107,,16.7778,,,55,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
435,trades,1782283544053,1782283544283331949,0.230404,buy,62711,62711,62712,1,0.005,16.7778,55,3355.56,5,0.03599,0,0.03599,16.7828,0.002144457420692613866577686679,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,11,53619,3946,1,same_touch_stable_enough,real_bbo_history_touch_stability,3946,1782283540107,,16.7778,,,55,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
436,trades,1782283544193,1782283544370435766,0.177511,buy,62711,62711,62712,1,0.005,16.7778,55,3355.56,16,0.14316,0,0.14316,16.7828,0.008530161832352170078890292442,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,11,53619,4086,1,same_touch_stable_enough,real_bbo_history_touch_stability,4086,1782283540107,,16.7778,,,55,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
437,trades,1782283544392,1782283544647180580,0.255274,buy,62711,62711,62712,1,0.005,16.7778,55,3355.56,17,0.11263,0,0.11263,16.7828,0.006711037490764353981457206187,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,11,53619,4285,1,same_touch_stable_enough,real_bbo_history_touch_stability,4285,1782283540107,,16.7778,,,55,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
438,trades,1782283544593,1782283544785026267,0.192081,buy,62711,62711,62712,1,0.005,16.7778,55,3355.56,17,0.11263,0,0.11263,16.7828,0.006711037490764353981457206187,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,11,53619,4486,1,same_touch_stable_enough,real_bbo_history_touch_stability,4486,1782283540107,,16.7778,,,55,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
439,l2Book,1782283545467,1782283545751901353,0.285033,buy,62711,62711,62712,1,0.005,6.3735,29,1274.7,16,0.11263,0,0.11263,6.3785,0.01765775652582895665125029396,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,12,58979,0,2,same_touch_stable_enough,real_bbo_history_touch_stability,5360,1782283540107,16.7778,6.3735,-10.4043,55,29,-26,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
440,trades,1782283545803,1782283545979414645,0.176492,buy,62711,62711,62712,1,0.005,6.3735,29,1274.7,17,0.11263,0,0.11263,6.3785,0.01765775652582895665125029396,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,12,58979,336,2,same_touch_stable_enough,real_bbo_history_touch_stability,5696,1782283540107,16.7778,6.3735,-10.4043,55,29,-26,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
441,trades,1782283546911,1782283547105664012,0.194745,buy,62711,62711,62712,1,0.005,6.3735,29,1274.7,17,0.11263,0,0.11263,6.3785,0.01765775652582895665125029396,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,11,53611,1444,2,same_touch_stable_enough,real_bbo_history_touch_stability,6804,1782283540107,16.7778,6.3735,-10.4043,55,29,-26,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
442,trades,1782283546976,1782283547162467817,0.186522,buy,62711,62711,62712,1,0.005,6.3735,29,1274.7,18,0.11463,0,0.11463,6.3785,0.01797130986909147918789684095,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,11,53611,1509,2,same_touch_stable_enough,real_bbo_history_touch_stability,6869,1782283540107,16.7778,6.3735,-10.4043,55,29,-26,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
443,trades,1782283548000,1782283548252875998,0.253005,buy,62711,62711,62712,1,0.005,6.3735,29,1274.7,5,0.00261,0,0.00261,6.3785,0.0004091871129575919103237438269,touched_quote_without_depletion,,0.00065,False,missing_same_side_strict_through_support,11,53611,2533,2,same_touch_stable_enough,real_bbo_history_touch_stability,7893,1782283540107,16.7778,6.3735,-10.4043,55,29,-26,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
444,trades,1782283548627,1782283548848606142,0.221689,buy,62711,62711,62712,1,0.005,6.3735,29,1274.7,10,0.00261,0,0.00261,6.3785,0.0004091871129575919103237438269,touched_quote_without_depletion,,0.00065,False,missing_same_side_strict_through_support,11,53611,3160,2,same_touch_stable_enough,real_bbo_history_touch_stability,8520,1782283540107,16.7778,6.3735,-10.4043,55,29,-26,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
445,trades,1782283549385,1782283549607328005,0.222409,buy,62711,62711,62712,1,0.005,6.3735,29,1274.7,10,0.00261,0,0.00261,6.3785,0.0004091871129575919103237438269,touched_quote_without_depletion,,0.00065,False,missing_same_side_strict_through_support,11,53611,3918,2,same_touch_stable_enough,real_bbo_history_touch_stability,9278,1782283540107,16.7778,6.3735,-10.4043,55,29,-26,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
446,l2Book,1782283550941,1782283551233784104,0.292929,buy,62717,62717,62718,1,0.005,4.92925,43,985.85,8,0,0.00061,0.00061,4.93425,0.0001236256776612453767036530374,strict_trade_through_seen_but_visible_top_not_depleted,,0.00015,False,missing_touch_freshness_or_queue_reset_evidence,12,59085,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1782283550941,,4.92925,,,43,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
447,trades,1782283551077,1782283551333175410,0.256239,buy,62717,62717,62718,1,0.005,4.92925,43,985.85,7,0,0,0,4.93425,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,12,59085,136,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,136,1782283550941,,4.92925,,,43,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
448,trades,1782283551145,1782283551350434923,0.205484,buy,62717,62717,62718,1,0.005,4.92925,43,985.85,8,0,0,0,4.93425,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,12,59085,204,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,204,1782283550941,,4.92925,,,43,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
449,trades,1782283551278,1782283551417760837,0.139808,buy,62717,62717,62718,1,0.005,4.92925,43,985.85,9,0,0,0,4.93425,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,12,59085,337,1,same_touch_stable_enough,real_bbo_history_touch_stability,337,1782283550941,,4.92925,,,43,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
450,trades,1782283552024,1782283552357525870,0.333638,buy,62717,62717,62718,1,0.005,4.92925,43,985.85,5,0.00058,0,0.00058,4.93425,0.000117545726300856259816588134,touched_quote_without_depletion,,0.00014,False,missing_same_side_strict_through_support,11,53810,1083,1,same_touch_stable_enough,real_bbo_history_touch_stability,1083,1782283550941,,4.92925,,,43,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
451,trades,1782283553306,1782283553553194356,0.24729,buy,62717,62717,62718,1,0.005,4.92925,43,985.85,6,0.00058,0,0.00058,4.93425,0.000117545726300856259816588134,touched_quote_without_depletion,,0.00014,False,missing_same_side_strict_through_support,11,53810,2365,1,same_touch_stable_enough,real_bbo_history_touch_stability,2365,1782283550941,,4.92925,,,43,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
452,trades,1782283554193,1782283554475872934,0.282993,buy,62717,62717,62718,1,0.005,4.92925,43,985.85,5,0.00058,0,0.00058,4.93425,0.000117545726300856259816588134,touched_quote_without_depletion,,0.00014,False,missing_same_side_strict_through_support,11,53810,3252,1,same_touch_stable_enough,real_bbo_history_touch_stability,3252,1782283550941,,4.92925,,,43,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
453,trades,1782283555019,1782283555271214302,0.252316,buy,62717,62717,62718,1,0.005,4.92925,43,985.85,5,0.00058,0,0.00058,4.93425,0.000117545726300856259816588134,touched_quote_without_depletion,,0.00014,False,missing_same_side_strict_through_support,11,53810,4078,1,same_touch_stable_enough,real_bbo_history_touch_stability,4078,1782283550941,,4.92925,,,43,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
454,trades,1782283555384,1782283555655252393,0.271316,buy,62717,62717,62718,1,0.005,4.92925,43,985.85,5,0,0,0,4.93425,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,11,53810,4443,1,same_touch_stable_enough,real_bbo_history_touch_stability,4443,1782283550941,,4.92925,,,43,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
455,trades,1782283555515,1782283555732096956,0.217172,buy,62717,62717,62718,1,0.005,4.92925,43,985.85,17,0,0,0,4.93425,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,11,53810,4574,1,same_touch_stable_enough,real_bbo_history_touch_stability,4574,1782283550941,,4.92925,,,43,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
456,trades,1782283555590,1782283555790516808,0.20057,buy,62717,62717,62718,1,0.005,4.92925,43,985.85,19,0,0,0,4.93425,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,11,53810,4649,1,same_touch_stable_enough,real_bbo_history_touch_stability,4649,1782283550941,,4.92925,,,43,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
457,l2Book,1782283556437,1782283557131456657,0.694601,buy,62730,62730,62731,1,0.005,17.34799,63,3469.598,17,0,0.02227,0.02227,17.35299,0.001283352321415502458077829815,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,12,59306,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1782283556437,,17.34799,,,63,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
458,trades,1782283558297,1782283558490304241,0.19344,buy,62730,62730,62731,1,0.005,17.34799,63,3469.598,16,0.00018,0.00613,0.00631,17.35299,0.0003636260955604768976412710432,strict_trade_through_seen_but_visible_top_not_depleted,,0.00157,False,outside_quality_a_b_queue_bands,11,53945,1860,1,same_touch_stable_enough,real_bbo_history_touch_stability,1860,1782283556437,,17.34799,,,63,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,outside_quality_a_b_queue_bands,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
