join_seq,timestamp_clock_policy,hyperliquid_decision_ts,binance_source_found,binance_source_age_ms,binance_source_age_bucket,cross_exchange_future_join,cross_exchange_missing_binance_join,binance_lead_quality,hyperliquid_lag_quality,joined_row_quality,basis_mid_px,basis_mid_ticks,basis_microprice_px,basis_contract_caveat,lead_lag_statistical_conclusion,binance_feature_seq,binance_source_raw_seq,binance_event_type,binance_local_ts,binance_exch_ts,binance_last_u,binance_prev_u,binance_sync_aligned,binance_sync_gap,binance_startup_excluded,binance_first_valid_update_aligned,binance_best_bid_px,binance_best_ask_px,binance_mid_px,binance_spread_ticks,binance_bid_top5_px,binance_ask_top5_px,binance_bid_top5_qtys,binance_ask_top5_qtys,binance_top5_bid_qty,binance_top5_ask_qty,binance_top5_imbalance,binance_top5_microprice_px,binance_microprice_minus_mid_ticks,binance_mid_move_ticks_from_prev,binance_rolling_abs_mid_move_ticks_5,binance_rolling_rv_ticks_20,binance_bookticker_u,binance_bookticker_local_ts,binance_bookticker_depth_age_ms,binance_bookticker_depth_age_bucket,binance_bookticker_bbo_match,binance_trade_pressure_status,binance_trade_pressure_bucket,hyperliquid_decision_seq,hyperliquid_decision_ts,hyperliquid_joined_raw_seq,hyperliquid_l2book_local_ts,hyperliquid_l2book_event_ts,hyperliquid_join_age_ms,hyperliquid_join_age_bucket,hyperliquid_future_join,hyperliquid_missing_join,hyperliquid_reconnect_recovery_crossed,hyperliquid_coin,hyperliquid_best_bid_px,hyperliquid_best_ask_px,hyperliquid_mid_px,hyperliquid_spread_ticks,hyperliquid_bid_topn_px,hyperliquid_ask_topn_px,hyperliquid_bid_topn_qtys,hyperliquid_ask_topn_qtys,hyperliquid_bid_topn_order_count,hyperliquid_ask_topn_order_count,hyperliquid_top5_bid_qty,hyperliquid_top5_ask_qty,hyperliquid_top5_imbalance,hyperliquid_top5_microprice_px,hyperliquid_microprice_minus_mid_ticks,hyperliquid_context_quality,hyperliquid_trade_pressure_status,hyperliquid_trade_pressure_bucket
10,local_controller_capture_ts_ns,1780378311038146252,true,21.213811,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-8.35,-83.5,-8.30138364,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,193,5536,depthUpdate,1780378311016932441,1780378310958000000,10685745845162,10685745841820,True,False,False,,70580.1,70580.2,70580.15,1,70580.1|70580|70579.8|70579.7|70579.6,70580.2|70580.3|70580.8|70580.9|70581,10.68|0.004|0.002|0.001|0.004,0.145|0.001|0.001|0.002|0.001,10.691,0.15,0.97232728,70580.19861636,0.48616364,0,0,0,10685745844878,1780378311014896021,2.036420,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,10,1780378311038146252,26,1780378310645583385,1780378310308000000,392.562867,watch_250ms_to_stale_limit,false,false,false,BTC,70588,70589,70588.5,10,70588.0|70587.0|70586.0|70585.0|70584.0,70589.0|70590.0|70591.0|70592.0|70593.0,4.83686|1.85337|0.11341|1.41372|7.63034,0.56719|0.71125|0.00054|0.00689|0.37407,40|10|4|7|6,4|2|3|2|5,15.8477,1.65994,0.81037536,70588.90518768,4.05187678,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
11,local_controller_capture_ts_ns,1780378311538146252,true,8.726302,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-8.35,-83.5,-8.30162994,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,212,5692,depthUpdate,1780378311529419950,1780378311469000000,10685745898527,10685745896783,True,False,False,,70580.1,70580.2,70580.15,1,70580.1|70580|70579.8|70579.7|70579.6,70580.2|70580.3|70580.6|70580.7|70580.9,6.507|0.004|0.002|0.001|0.004,0.102|0.001|0.001|0.002|0.002,6.518,0.108,0.96740115,70580.19837006,0.48370057,0,0,0,10685745893133,1780378311467408294,62.011656,stale_over_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,11,1780378311538146252,27,1780378311187421482,1780378310844000000,350.724770,watch_250ms_to_stale_limit,false,false,false,BTC,70588,70589,70588.5,10,70588.0|70587.0|70586.0|70585.0|70584.0,70589.0|70590.0|70591.0|70592.0|70593.0,5.2567|2.61799|0.11341|4.88901|7.63034,0.78719|0.00229|0.07453|0.70928|0.37407,44|9|4|9|6,5|2|5|2|5,20.50745,1.94736,0.82655297,70588.91327649,4.13276487,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
12,local_controller_capture_ts_ns,1780378312038146252,true,0.430751,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-3.45,-34.5,-3.43970651,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,231,6151,depthUpdate,1780378312037715501,1780378311977000000,10685745939929,10685745938761,True,False,False,,70585,70585.1,70585.05,1,70585|70584.9|70584.8|70584.5|70584.4,70585.1|70585.2|70585.6|70585.7|70585.8,6.942|0.035|0.002|0.001|0.046,4.375|0.078|0.001|0.152|0.021,7.026,4.627,0.20586973,70585.06029349,0.10293487,0,0,10.95673309,10685745935740,1780378311982928010,54.787491,stale_over_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,12,1780378312038146252,31,1780378311732170662,1780378311381000000,305.975590,watch_250ms_to_stale_limit,false,false,false,BTC,70588,70589,70588.5,10,70588.0|70587.0|70586.0|70585.0|70584.0,70589.0|70590.0|70591.0|70592.0|70593.0,19.65793|1.80884|0.11341|4.31725|8.02869,0.01397|0.00017|0.07453|0.00017|0.37407,57|7|4|7|7,1|1|5|1|5,33.92612,0.46291,0.97307804,70588.98653902,4.86539021,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
13,local_controller_capture_ts_ns,1780378312538146252,true,17.17584,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-3.45,-34.5,-3.44094948,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,249,6204,depthUpdate,1780378312520970412,1780378312461000000,10685745979058,10685745977293,True,False,False,,70585,70585.1,70585.05,1,70585|70584.9|70584.8|70584.5|70584.4,70585.1|70585.2|70585.6|70585.7|70585.8,6.892|0.035|0.002|0.003|0.046,4.587|0.078|0.001|0.152|0.021,6.978,4.839,0.18101041,70585.05905052,0.0905052,0,0,0,10685745975939,1780378312473895839,47.074573,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,13,1780378312538146252,32,1780378312270780629,1780378311921000000,267.365623,watch_250ms_to_stale_limit,false,false,false,BTC,70588,70589,70588.5,10,70588.0|70587.0|70586.0|70585.0|70584.0,70589.0|70591.0|70592.0|70593.0|70594.0,20.73283|2.8795|0.11341|2.36982|8.32832,0.01446|0.00054|0.00017|0.00339|0.0528,65|10|4|8|8,2|3|1|3|2,34.42388,0.07136,0.99586262,70588.99793131,4.97931309,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
14,local_controller_capture_ts_ns,1780378313038146252,true,1.133827,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-8.45,-84.5,-8.44237781,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,268,6240,depthUpdate,1780378313037012425,1780378312977000000,10685746004037,10685746003265,True,False,False,,70585,70585.1,70585.05,1,70585|70584.9|70584.8|70584.5|70584.4,70585.1|70585.2|70585.5|70585.6|70585.7,6.677|0.005|0.002|0.002|0.046,4.661|0.077|0.001|0.06|0.152,6.732,4.951,0.15244372,70585.05762219,0.07622186,0,0,0,10685746003955,1780378313034323151,2.689274,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,14,1780378313038146252,34,1780378312869450839,1780378312456000000,168.695413,warm_50_250ms,false,false,false,BTC,70593,70594,70593.5,10,70593.0|70592.0|70591.0|70590.0|70589.0,70594.0|70595.0|70596.0|70597.0|70598.0,19.13352|20.77616|20.04473|20.40156|15.51417,0.04303|0.00251|0.0624|0.50827|0.00017,101|111|114|111|89,2|3|2|3|1,95.87014,0.61638,0.9872235,70593.99361175,4.9361175,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
15,local_controller_capture_ts_ns,1780378313538146252,true,21.407317,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-10.45,-104.5,-10.44048096,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,286,6290,depthUpdate,1780378313516738935,1780378313457000000,10685746032683,10685746030707,True,False,False,,70585,70585.1,70585.05,1,70585|70584.9|70584.8|70584.5|70584.4,70585.1|70585.2|70585.5|70585.6|70585.7,6.761|0.005|0.002|0.017|0.046,4.356|0.077|0.001|0.06|0.152,6.831,4.646,0.19038076,70585.05951904,0.09519038,0,0,0,10685746032281,1780378313508874916,7.864019,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,15,1780378313538146252,38,1780378313383717500,1780378313022000000,154.428752,warm_50_250ms,false,false,false,BTC,70595,70596,70595.5,10,70595.0|70594.0|70593.0|70592.0|70591.0,70596.0|70597.0|70598.0|70599.0|70600.0,9.29703|42.22686|17.60817|9.23268|5.07375,0.06452|0.50827|0.62131|1.28471|2.08012,50|201|77|7|6,2|3|5|6|8,83.43849,4.55893,0.89638492,70595.94819246,4.48192458,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
16,local_controller_capture_ts_ns,1780378314038146252,true,8.269263,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-10.45,-104.5,-10.42593551,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,305,6329,depthUpdate,1780378314029876989,1780378313968000000,10685746065142,10685746061908,True,False,False,,70585,70585.1,70585.05,1,70585|70584.9|70584.8|70584.5|70584.4,70585.1|70585.2|70585.5|70585.6|70585.7,6.781|0.005|0.003|0.033|0.046,2.242|0.007|0.001|0.003|0.152,6.868,2.405,0.48128977,70585.07406449,0.24064488,0,0,0,10685746059280,1780378313964177706,65.699283,stale_over_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,16,1780378314038146252,39,1780378313910959164,1780378313582000000,127.187088,warm_50_250ms,false,false,false,BTC,70595,70596,70595.5,10,70595.0|70594.0|70593.0|70592.0|70591.0,70596.0|70597.0|70598.0|70599.0|70600.0,10.69587|3.46853|1.68828|4.27821|5.03409,6.75934|0.50805|0.62082|1.28471|2.14012,71|7|7|5|2,14|2|4|6|9,25.16498,11.31304,0.37973388,70595.68986694,1.89866939,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
17,local_controller_capture_ts_ns,1780378314538146252,true,35.264539,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-3.75,-37.5,-3.72995819,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,323,7276,depthUpdate,1780378314502881713,1780378314443000000,10685746139426,10685746136940,True,False,False,,70591.7,70591.8,70591.75,1,70591.7|70591.6|70591.5|70591.4|70591.3,70591.8|70591.9|70592|70592.1|70592.3,9.537|0.301|0.005|0.089|0.119,4.295|0.001|0.001|0.001|0.001,10.051,4.299,0.40083624,70591.77004181,0.20041812,0,0,10.22007828,10685746139175,1780378314499915218,2.966495,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,17,1780378314538146252,43,1780378314505152704,1780378314117000000,32.993548,fresh_0_50ms,false,false,false,BTC,70595,70596,70595.5,10,70595.0|70594.0|70593.0|70592.0|70591.0,70596.0|70597.0|70598.0|70599.0|70600.0,10.69207|1.0857|2.02329|4.35005|5.03409,1.23948|0.50805|0.62082|0.6495|2.14012,61|5|7|8|2,12|2|4|6|9,23.1852,5.15797,0.63603436,70595.81801718,3.1801718,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
18,local_controller_capture_ts_ns,1780378315038146252,true,8.36322,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-3.75,-37.5,-3.73725638,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,343,7345,depthUpdate,1780378315029783032,1780378314970000000,10685746167745,10685746166199,True,False,False,,70591.7,70591.8,70591.75,1,70591.7|70591.6|70591.5|70591.4|70590.9,70591.8|70591.9|70592|70592.1|70592.3,8.918|0.095|0.124|0.004|0.002,5.423|0.001|0.001|0.003|0.001,9.143,5.429,0.25487236,70591.76274362,0.12743618,0,0,0,10685746167558,1780378315025822501,3.960531,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,18,1780378315038146252,43,1780378314505152704,1780378314117000000,532.993548,watch_250ms_to_stale_limit,false,false,false,BTC,70595,70596,70595.5,10,70595.0|70594.0|70593.0|70592.0|70591.0,70596.0|70597.0|70598.0|70599.0|70600.0,10.69207|1.0857|2.02329|4.35005|5.03409,1.23948|0.50805|0.62082|0.6495|2.14012,61|5|7|8|2,12|2|4|6|9,23.1852,5.15797,0.63603436,70595.81801718,3.1801718,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
19,local_controller_capture_ts_ns,1780378315538146252,true,23.655244,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-15.75,-157.5,-15.7274584,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,361,7393,depthUpdate,1780378315514491008,1780378315453000000,10685746199199,10685746198172,True,False,False,,70591.7,70591.8,70591.75,1,70591.7|70591.6|70591.5|70591.4|70591.1,70591.8|70591.9|70592|70592.1|70592.3,8.962|0.096|0.123|0.004|0.014,3.477|0.001|0.001|0.002|0.001,9.199,3.482,0.45083195,70591.7725416,0.22541598,0,0,0,10685746194318,1780378315412360688,102.130320,stale_over_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,19,1780378315538146252,49,1780378315499942947,1780378315188000000,38.203305,fresh_0_50ms,false,false,false,BTC,70607,70608,70607.5,10,70607.0|70606.0|70605.0|70604.0|70603.0,70608.0|70609.0|70610.0|70611.0|70612.0,9.52417|0.40735|3.47165|1.50893|5.2669,10.63922|1.32817|0.57129|1.62602|2.9382,23|2|4|6|5,23|6|6|5|8,20.179,17.1029,0.08250921,70607.5412546,0.41254603,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
20,local_controller_capture_ts_ns,1780378316038146252,true,17.720853,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-15.75,-157.5,-15.75353467,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,380,7461,depthUpdate,1780378316020425399,1780378315957000000,10685746240801,10685746239075,True,False,False,,70591.7,70591.8,70591.75,1,70591.7|70591.6|70591.5|70591.4|70590.9,70591.8|70591.9|70592|70592.1|70592.3,4.57|0.098|0.123|0.004|0.036,5.56|0.002|0.001|0.002|0.001,4.831,5.566,-0.07069347,70591.74646533,-0.03534673,0,0,0,10685746237708,1780378315971918211,48.507188,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,20,1780378316038146252,49,1780378315499942947,1780378315188000000,538.203305,watch_250ms_to_stale_limit,false,false,false,BTC,70607,70608,70607.5,10,70607.0|70606.0|70605.0|70604.0|70603.0,70608.0|70609.0|70610.0|70611.0|70612.0,9.52417|0.40735|3.47165|1.50893|5.2669,10.63922|1.32817|0.57129|1.62602|2.9382,23|2|4|6|5,23|6|6|5|8,20.179,17.1029,0.08250921,70607.5412546,0.41254603,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
21,local_controller_capture_ts_ns,1780378316538146252,true,2.29581,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-15.75,-157.5,-15.7554512,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,399,7493,depthUpdate,1780378316535850442,1780378316473000000,10685746272096,10685746270217,True,False,False,,70591.7,70591.8,70591.75,1,70591.7|70591.6|70591.5|70591.4|70590.9,70591.8|70591.9|70592|70592.1|70592.3,4.614|0.061|0.123|0.004|0.036,6.016|0.002|0.001|0.002|0.001,4.838,6.022,-0.10902394,70591.7445488,-0.05451197,0,0,0,10685746269156,1780378316486311450,49.538992,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,21,1780378316538146252,51,1780378316054784927,1780378315730000000,483.361325,watch_250ms_to_stale_limit,false,false,false,BTC,70607,70608,70607.5,10,70607.0|70606.0|70605.0|70604.0|70603.0,70608.0|70609.0|70610.0|70611.0|70612.0,5.19644|0.40735|3.1196|2.19417|0.01988,10.46463|1.32832|1.24395|1.62602|2.9382,19|2|3|3|3,33|7|7|5|8,10.93744,17.60112,-0.23349742,70607.38325129,-1.16748708,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
22,local_controller_capture_ts_ns,1780378317038146252,true,17.021184,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-15.75,-157.5,-15.75619075,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,417,7531,depthUpdate,1780378317021125068,1780378316961000000,10685746305584,10685746304205,True,False,False,,70591.7,70591.8,70591.75,1,70591.7|70591.6|70591.5|70591.4|70590.9,70591.8|70591.9|70592|70592.1|70592.3,4.351|0.061|0.123|0.004|0.036,5.862|0.002|0.001|0.002|0.001,4.575,5.868,-0.123815,70591.74380925,-0.0619075,0,0,0,10685746302140,1780378316959516556,61.608512,stale_over_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,22,1780378317038146252,53,1780378316632529085,1780378316265000000,405.617167,watch_250ms_to_stale_limit,false,false,false,BTC,70607,70608,70607.5,10,70607.0|70606.0|70605.0|70604.0|70603.0,70608.0|70609.0|70610.0|70611.0|70612.0,2.95493|0.00015|1.70165|0.07398|1.46506,14.73817|2.19519|1.95288|1.62602|2.22929,11|1|2|2|3,39|8|8|5|7,6.19577,22.74155,-0.57177997,70607.21411001,-2.85889986,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
23,local_controller_capture_ts_ns,1780378317538146252,true,1.680047,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-10.05,-100.5,-10.03279907,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,436,8463,depthUpdate,1780378317536466205,1780378317469000000,10685746363357,10685746359941,True,False,False,,70597.4,70597.5,70597.45,1,70597.4|70597.3|70597.2|70597.1|70596.8,70597.5|70597.6|70598.1|70598.2|70598.3,5.317|0.142|0.087|0.126|0.114,2.777|0.002|0.001|0.043|0.001,5.786,2.824,0.34401858,70597.46720093,0.17200929,0,0,12.74558747,10685746361300,1780378317514225976,22.240229,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,23,1780378317538146252,55,1780378317151374124,1780378316827000000,386.772128,watch_250ms_to_stale_limit,false,false,false,BTC,70607,70608,70607.5,10,70607.0|70605.0|70604.0|70603.0|70602.0,70608.0|70609.0|70610.0|70611.0|70612.0,2.25364|2.4106|0.07398|1.46506|3.02035,14.73817|2.19519|1.95288|1.62602|2.63649,12|3|2|3|5,39|8|8|5|8,9.22363,23.14875,-0.43015435,70607.28492283,-2.15077174,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
24,local_controller_capture_ts_ns,1780378318038146252,true,2.175605,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-10.05,-100.5,-10.0328737,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,455,8528,depthUpdate,1780378318035970647,1780378317973000000,10685746396908,10685746395604,True,False,False,,70597.4,70597.5,70597.45,1,70597.4|70597.3|70597.2|70597.1|70596.8,70597.5|70597.6|70597.9|70598|70598.2,5.322|0.142|0.089|0.126|0.114,2.79|0.002|0.001|0.001|0.043,5.793,2.837,0.34252607,70597.4671263,0.17126304,0,0,0,10685746395737,1780378318007176996,28.793651,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,24,1780378318038146252,58,1780378317678440439,1780378317370000000,359.705813,watch_250ms_to_stale_limit,false,false,false,BTC,70607,70608,70607.5,10,70607.0|70606.0|70605.0|70604.0|70603.0,70608.0|70609.0|70610.0|70611.0|70612.0,6.15458|3.97109|1.70505|0.48826|7.9431,1.14263|0.01358|0.00251|0.59895|0.00139,24|2|3|4|6,6|4|3|4|3,20.26208,1.75906,0.84023897,70607.92011949,4.20119485,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
25,local_controller_capture_ts_ns,1780378318538146252,true,21.760062,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-6.05,-60.5,-6.03530309,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,473,9235,depthUpdate,1780378318516386190,1780378318456000000,10685746461578,10685746456179,True,False,False,,70601.4,70601.5,70601.45,1,70601.4|70601.3|70601.2|70600.4|70600.1,70601.5|70601.6|70601.8|70601.9|70602,9.855|0.281|0.042|0.003|0.001,5.516|0.001|0.001|0.036|0.002,10.182,5.556,0.29393824,70601.46469691,0.14696912,0,8,8.94427191,10685746461490,1780378318513961478,2.424712,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,25,1780378318538146252,60,1780378318253077946,1780378317912000000,285.068306,watch_250ms_to_stale_limit,false,false,false,BTC,70607,70608,70607.5,10,70607.0|70606.0|70605.0|70604.0|70603.0,70608.0|70609.0|70610.0|70611.0|70612.0,5.01423|4.44206|1.07034|2.64478|6.4985,0.70956|0.00017|0.00251|0.59895|1.06509,16|5|4|7|5,8|1|3|4|4,19.66991,2.37628,0.78442715,70607.89221358,3.92213575,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
26,local_controller_capture_ts_ns,1780378319038146252,true,21.13462,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-6.05,-60.5,-6.05171475,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,492,9330,depthUpdate,1780378319017011632,1780378318957000000,10685746511028,10685746509724,True,False,False,,70601.4,70601.5,70601.45,1,70601.4|70601.3|70600.8|70600.7|70600.5,70601.5|70601.6|70601.8|70601.9|70602,7.083|0.007|0.002|0.002|0.002,7.594|0.002|0.001|0.001|0.002,7.096,7.6,-0.03429505,70601.44828525,-0.01714752,0,0,0,10685746510620,1780378319004484121,12.527511,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,26,1780378319038146252,65,1780378318837794968,1780378318472000000,200.351284,warm_50_250ms,false,false,false,BTC,70607,70608,70607.5,10,70607.0|70606.0|70605.0|70604.0|70603.0,70608.0|70609.0|70610.0|70611.0|70612.0,5.04874|4.44649|0.00655|2.56637|6.45142,0.97225|0.33715|0.06977|1.30802|1.73771,19|6|3|4|3,12|2|4|6|5,18.51957,4.4249,0.61429486,70607.80714743,3.0714743,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
27,local_controller_capture_ts_ns,1780378319538146252,true,17.483927,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-4.55,-45.5,-4.5039547,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,511,10109,depthUpdate,1780378319520662325,1780378319461000000,10685746594136,10685746592281,True,False,False,,70602.9,70603,70602.95,1,70602.9|70602.8|70602.7|70602.6|70602.4,70603|70603.1|70603.2|70603.3|70603.4,10.168|0.391|0.077|0.049|0.001,0.411|0.001|0.008|0.001|0.019,10.686,0.44,0.92090599,70602.9960453,0.46045299,0,0,2.76586334,10685746592975,1780378319507085569,13.576756,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,27,1780378319538146252,66,1780378319499034279,1780378319077000000,39.111973,fresh_0_50ms,false,false,false,BTC,70607,70608,70607.5,10,70607.0|70606.0|70605.0|70604.0|70603.0,70608.0|70609.0|70610.0|70611.0|70612.0,2.14188|5.41075|5.96182|2.25367|5.92252,0.05719|0.00017|0.00251|0.00032|0.92201,18|7|8|5|3,3|1|3|2|5,21.69064,0.9822,0.91335889,70607.95667945,4.56679446,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
28,local_controller_capture_ts_ns,1780378320038146252,true,8.363387,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,0.45,4.5,0.48224679,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,530,10607,depthUpdate,1780378320029782865,1780378319968000000,10685746634857,10685746629535,True,False,False,,70607.9,70608,70607.95,1,70607.9|70607.8|70607.5|70607.4|70607.3,70608|70608.1|70608.2|70608.3|70608.6,9.164|0.042|2.912|0.004|0.002,2.608|0.003|0.001|0.001|0.004,12.124,2.617,0.64493589,70607.98224679,0.32246795,50,10,11.18033989,10685746634364,1780378320020313629,9.469236,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,28,1780378320038146252,67,1780378319906642795,1780378319529000000,131.503457,warm_50_250ms,false,false,false,BTC,70607,70608,70607.5,10,70607.0|70606.0|70605.0|70604.0|70603.0,70608.0|70609.0|70610.0|70611.0|70612.0,13.93374|6.85535|0.00955|3.71674|6.15913,0.01433|0.00017|0.00251|0.00032|0.00069,34|8|4|6|3,2|1|3|2|3,30.67451,0.01802,0.99882577,70607.99941289,4.99412886,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
29,local_controller_capture_ts_ns,1780378320538146252,true,5.262201,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-3.55,-35.5,-3.52117678,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,549,10677,depthUpdate,1780378320532884051,1780378320470000000,10685746692478,10685746690599,True,False,False,,70607.9,70608,70607.95,1,70607.9|70607.8|70607.7|70607.6|70607.4,70608|70608.1|70608.2|70608.3|70608.4,8.9|0.045|0.039|0.001|0.004,2.358|0.004|0.001|0.001|0.051,8.989,2.415,0.5764644,70607.97882322,0.2882322,0,0,11.18033989,10685746692279,1780378320529863866,3.020185,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,29,1780378320538146252,69,1780378320496013892,1780378320091000000,42.132360,fresh_0_50ms,false,false,false,BTC,70611,70612,70611.5,10,70611.0|70610.0|70609.0|70608.0|70607.0,70612.0|70613.0|70614.0|70615.0|70616.0,46.8208|12.15878|8.34355|13.48867|4.68029,0.04286|0.00047|0.00039|0.00317|0.00079,155|39|36|50|19,1|2|2|2|3,85.49209,0.04768,0.9988852,70611.9994426,4.99442598,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
