event_sequence,source_channel,source_event_exchange_time_ms,source_local_receive_ts_ns,exchange_time_delta_from_previous_ms,local_receive_delta_from_previous_ms,exchange_time_regressed_from_previous,previous_l2_event_sequence,previous_l2_exchange_time_ms,latest_l2_age_ms_by_exchange_time,previous_trade_event_sequence,previous_trade_exchange_time_ms,latest_trade_age_ms_by_exchange_time,next_l2_event_sequence,next_l2_exchange_time_ms,next_l2_delta_ms_by_exchange_time,next_trade_event_sequence,next_trade_exchange_time_ms,next_trade_delta_ms_by_exchange_time,local_receive_ordering_status,exchange_time_ordering_status,bbo_history_count_proxy_from_candidate_events,bbo_history_span_ms_proxy,freshness_source,fresh_touch_evidence_status,top_reset_status,skip_reason
454,trades,1782283555384,1782283555655252393,365,384.038091,False,446,1782283550941,4443,453,1782283555019,365,457,1782283556437,1053,455,1782283555515,131,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,84,449152,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
455,trades,1782283555515,1782283555732096956,131,76.844563,False,446,1782283550941,4574,454,1782283555384,131,457,1782283556437,922,456,1782283555590,75,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,84,449283,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
456,trades,1782283555590,1782283555790516808,75,58.419852,False,446,1782283550941,4649,455,1782283555515,75,457,1782283556437,847,458,1782283558297,2707,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,84,449358,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
457,l2Book,1782283556437,1782283557131456657,847,1340.939849,False,446,1782283550941,5496,456,1782283555590,847,462,1782283561965,5528,458,1782283558297,1860,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,85,450205,real_bbo_history_insufficient,block,missing,missing_touch_freshness_or_queue_reset_evidence
458,trades,1782283558297,1782283558490304241,1860,1358.847584,False,457,1782283556437,1860,456,1782283555590,2707,462,1782283561965,3668,459,1782283558831,534,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,85,452065,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
459,trades,1782283558831,1782283559028676535,534,538.372294,False,457,1782283556437,2394,458,1782283558297,534,462,1782283561965,3134,460,1782283559044,213,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,85,452599,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
460,trades,1782283559044,1782283559285229650,213,256.553115,False,457,1782283556437,2607,459,1782283558831,213,462,1782283561965,2921,461,1782283559111,67,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,85,452812,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
461,trades,1782283559111,1782283559305497718,67,20.268068,False,457,1782283556437,2674,460,1782283559044,67,462,1782283561965,2854,463,1782283564465,5354,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,85,452879,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
462,l2Book,1782283561965,1782283562263687279,2854,2958.189561,False,457,1782283556437,5528,461,1782283559111,2854,467,1782283567366,5401,463,1782283564465,2500,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,86,455733,real_bbo_history_insufficient,block,missing,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence
463,trades,1782283564465,1782283564656639322,2500,2392.952043,False,462,1782283561965,2500,461,1782283559111,5354,467,1782283567366,2901,464,1782283564863,398,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,86,458233,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
464,trades,1782283564863,1782283565010624604,398,353.985282,False,462,1782283561965,2898,463,1782283564465,398,467,1782283567366,2503,465,1782283565279,416,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,86,458631,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
465,trades,1782283565279,1782283565545074583,416,534.449979,False,462,1782283561965,3314,464,1782283564863,416,467,1782283567366,2087,466,1782283566067,788,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,86,459047,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
466,trades,1782283566067,1782283566371074215,788,825.999632,False,462,1782283561965,4102,465,1782283565279,788,467,1782283567366,1299,468,1782283568036,1969,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,86,459835,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
467,l2Book,1782283567366,1782283567668833912,1299,1297.759697,False,462,1782283561965,5401,466,1782283566067,1299,471,1782283572786,5420,468,1782283568036,670,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,87,461134,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
468,trades,1782283568036,1782283568302493725,670,633.659813,False,467,1782283567366,670,466,1782283566067,1969,471,1782283572786,4750,469,1782283569068,1032,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,87,461804,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
469,trades,1782283569068,1782283569400414309,1032,1097.920584,False,467,1782283567366,1702,468,1782283568036,1032,471,1782283572786,3718,470,1782283569366,298,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,87,462836,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
470,trades,1782283569366,1782283569582882954,298,182.468645,False,467,1782283567366,2000,469,1782283569068,298,471,1782283572786,3420,472,1782283574007,4641,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,87,463134,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
471,l2Book,1782283572786,1782283573104683598,3420,3521.800644,False,467,1782283567366,5420,470,1782283569366,3420,477,1782283578166,5380,472,1782283574007,1221,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,88,466554,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
472,trades,1782283574007,1782283574258758566,1221,1154.074968,False,471,1782283572786,1221,470,1782283569366,4641,477,1782283578166,4159,473,1782283575811,1804,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,88,467775,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
473,trades,1782283575811,1782283576003458437,1804,1744.699871,False,471,1782283572786,3025,472,1782283574007,1804,477,1782283578166,2355,474,1782283576289,478,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,88,469579,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
474,trades,1782283576289,1782283576485664009,478,482.205572,False,471,1782283572786,3503,473,1782283575811,478,477,1782283578166,1877,475,1782283577156,867,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,88,470057,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
475,trades,1782283577156,1782283577398589226,867,912.925217,False,471,1782283572786,4370,474,1782283576289,867,477,1782283578166,1010,476,1782283578034,878,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,88,470924,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
476,trades,1782283578034,1782283578311934101,878,913.344875,False,471,1782283572786,5248,475,1782283577156,878,477,1782283578166,132,478,1782283578303,269,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,88,471802,real_bbo_history_stale,block,reset_supported,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence
477,l2Book,1782283578166,1782283578481721877,132,169.787776,False,471,1782283572786,5380,476,1782283578034,132,487,1782283583577,5411,478,1782283578303,137,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,89,471934,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
478,trades,1782283578303,1782283578555313055,137,73.591178,False,477,1782283578166,137,476,1782283578034,269,487,1782283583577,5274,479,1782283578371,68,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,89,472071,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
479,trades,1782283578371,1782283578596499980,68,41.186925,False,477,1782283578166,205,478,1782283578303,68,487,1782283583577,5206,480,1782283578436,65,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,89,472139,real_bbo_history_touch_stability,pass,reset_supported,
480,trades,1782283578436,1782283578689076744,65,92.576764,False,477,1782283578166,270,479,1782283578371,65,487,1782283583577,5141,481,1782283578708,272,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,89,472204,real_bbo_history_touch_stability,pass,reset_supported,
481,trades,1782283578708,1782283579013461934,272,324.38519,False,477,1782283578166,542,480,1782283578436,272,487,1782283583577,4869,482,1782283579178,470,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,89,472476,real_bbo_history_touch_stability,pass,reset_supported,
482,trades,1782283579178,1782283579402534780,470,389.072846,False,477,1782283578166,1012,481,1782283578708,470,487,1782283583577,4399,483,1782283579320,142,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,89,472946,real_bbo_history_touch_stability,pass,reset_supported,
483,trades,1782283579320,1782283579588616145,142,186.081365,False,477,1782283578166,1154,482,1782283579178,142,487,1782283583577,4257,484,1782283581052,1732,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,89,473088,real_bbo_history_touch_stability,pass,reset_supported,
484,trades,1782283581052,1782283581311222690,1732,1722.606545,False,477,1782283578166,2886,483,1782283579320,1732,487,1782283583577,2525,485,1782283581813,761,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,89,474820,real_bbo_history_touch_stability,pass,reset_supported,
485,trades,1782283581813,1782283582091972436,761,780.749746,False,477,1782283578166,3647,484,1782283581052,761,487,1782283583577,1764,486,1782283583096,1283,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,89,475581,real_bbo_history_touch_stability,pass,reset_supported,
486,trades,1782283583096,1782283583360253231,1283,1268.280795,False,477,1782283578166,4930,485,1782283581813,1283,487,1782283583577,481,488,1782283584395,1299,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,89,476864,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
487,l2Book,1782283583577,1782283583878666595,481,518.413364,False,477,1782283578166,5411,486,1782283583096,481,494,1782283589010,5433,488,1782283584395,818,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,90,477345,real_bbo_history_insufficient,block,missing,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput
488,trades,1782283584395,1782283584589956156,818,711.289561,False,487,1782283583577,818,486,1782283583096,1299,494,1782283589010,4615,489,1782283584997,602,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,90,478163,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
489,trades,1782283584997,1782283585177270159,602,587.314003,False,487,1782283583577,1420,488,1782283584395,602,494,1782283589010,4013,490,1782283585059,62,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,90,478765,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
490,trades,1782283585059,1782283585294134919,62,116.86476,False,487,1782283583577,1482,489,1782283584997,62,494,1782283589010,3951,491,1782283585669,610,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,90,478827,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
491,trades,1782283585669,1782283585856808056,610,562.673137,False,487,1782283583577,2092,490,1782283585059,610,494,1782283589010,3341,492,1782283588397,2728,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,90,479437,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
492,trades,1782283588397,1782283588584166340,2728,2727.358284,False,487,1782283583577,4820,491,1782283585669,2728,494,1782283589010,613,493,1782283589010,613,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,90,482165,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
493,trades,1782283589010,1782283589336721448,613,752.555108,False,487,1782283583577,5433,492,1782283588397,613,494,1782283589010,0,496,1782283596556,7546,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,90,482778,real_bbo_history_stale,block,missing,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence
494,l2Book,1782283589010,1782283589337085733,0,0.364285,False,487,1782283583577,5433,493,1782283589010,0,495,1782283594359,5349,496,1782283596556,7546,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,91,482778,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
495,l2Book,1782283594359,1782283594655010408,5349,5317.924675,False,494,1782283589010,5349,493,1782283589010,5349,499,1782283599737,5378,496,1782283596556,2197,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,92,488127,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
496,trades,1782283596556,1782283596820876462,2197,2165.866054,False,495,1782283594359,2197,493,1782283589010,7546,499,1782283599737,3181,497,1782283598031,1475,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,92,490324,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
497,trades,1782283598031,1782283598249601452,1475,1428.72499,False,495,1782283594359,3672,496,1782283596556,1475,499,1782283599737,1706,498,1782283598298,267,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,92,491799,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
498,trades,1782283598298,1782283598496203715,267,246.602263,False,495,1782283594359,3939,497,1782283598031,267,499,1782283599737,1439,500,1782283604059,5761,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,92,492066,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
499,l2Book,1782283599737,1782283600026201936,1439,1529.998221,False,495,1782283594359,5378,498,1782283598298,1439,502,1782283605075,5338,500,1782283604059,4322,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,93,493505,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
500,trades,1782283604059,1782283604314063788,4322,4287.861852,False,499,1782283599737,4322,498,1782283598298,5761,502,1782283605075,1016,501,1782283604808,749,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,93,497827,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
501,trades,1782283604808,1782283604995169293,749,681.105505,False,499,1782283599737,5071,500,1782283604059,749,502,1782283605075,267,503,1782283606783,1975,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,93,498576,real_bbo_history_stale,block,reset_supported,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence
502,l2Book,1782283605075,1782283605398382639,267,403.213346,False,499,1782283599737,5338,501,1782283604808,267,506,1782283610502,5427,503,1782283606783,1708,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,94,498843,real_bbo_history_insufficient,block,missing,missing_touch_freshness_or_queue_reset_evidence
503,trades,1782283606783,1782283607164114041,1708,1765.731402,False,502,1782283605075,1708,501,1782283604808,1975,506,1782283610502,3719,504,1782283608004,1221,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,94,500551,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
504,trades,1782283608004,1782283608250261693,1221,1086.147652,False,502,1782283605075,2929,503,1782283606783,1221,506,1782283610502,2498,505,1782283610451,2447,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,94,501772,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
505,trades,1782283610451,1782283610637835916,2447,2387.574223,False,502,1782283605075,5376,504,1782283608004,2447,506,1782283610502,51,507,1782283611055,604,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,94,504219,real_bbo_history_stale,block,missing,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput
506,l2Book,1782283610502,1782283610797505632,51,159.669716,False,502,1782283605075,5427,505,1782283610451,51,517,1782283615904,5402,507,1782283611055,553,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,95,504270,real_bbo_history_insufficient,block,missing,missing_touch_freshness_or_queue_reset_evidence
507,trades,1782283611055,1782283611411348258,553,613.842626,False,506,1782283610502,553,505,1782283610451,604,517,1782283615904,4849,508,1782283611711,656,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,95,504823,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
508,trades,1782283611711,1782283611932905413,656,521.557155,False,506,1782283610502,1209,507,1782283611055,656,517,1782283615904,4193,509,1782283611780,69,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,95,505479,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
509,trades,1782283611780,1782283611997665771,69,64.760358,False,506,1782283610502,1278,508,1782283611711,69,517,1782283615904,4124,510,1782283611918,138,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,95,505548,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
510,trades,1782283611918,1782283612378728621,138,381.06285,False,506,1782283610502,1416,509,1782283611780,138,517,1782283615904,3986,511,1782283612537,619,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,95,505686,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
511,trades,1782283612537,1782283612736981536,619,358.252915,False,506,1782283610502,2035,510,1782283611918,619,517,1782283615904,3367,512,1782283613016,479,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,95,506305,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
512,trades,1782283613016,1782283613307175114,479,570.193578,False,506,1782283610502,2514,511,1782283612537,479,517,1782283615904,2888,513,1782283613155,139,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,95,506784,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
513,trades,1782283613155,1782283613393314122,139,86.139008,False,506,1782283610502,2653,512,1782283613016,139,517,1782283615904,2749,514,1782283613355,200,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,95,506923,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
514,trades,1782283613355,1782283613603362842,200,210.04872,False,506,1782283610502,2853,513,1782283613155,200,517,1782283615904,2549,515,1782283613991,636,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,95,507123,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
515,trades,1782283613991,1782283614217682111,636,614.319269,False,506,1782283610502,3489,514,1782283613355,636,517,1782283615904,1913,516,1782283615026,1035,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,95,507759,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
516,trades,1782283615026,1782283615269466207,1035,1051.784096,False,506,1782283610502,4524,515,1782283613991,1035,517,1782283615904,878,518,1782283616040,1014,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,95,508794,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
517,l2Book,1782283615904,1782283616220504198,878,951.037991,False,506,1782283610502,5402,516,1782283615026,878,524,1782283621265,5361,518,1782283616040,136,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,96,509672,real_bbo_history_insufficient,block,missing,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence
518,trades,1782283616040,1782283616344657299,136,124.153101,False,517,1782283615904,136,516,1782283615026,1014,524,1782283621265,5225,519,1782283616175,135,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,96,509808,real_bbo_history_insufficient,block,missing,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence
519,trades,1782283616175,1782283616421206383,135,76.549084,False,517,1782283615904,271,518,1782283616040,135,524,1782283621265,5090,520,1782283618205,2030,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,96,509943,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
520,trades,1782283618205,1782283618417321259,2030,1996.114876,False,517,1782283615904,2301,519,1782283616175,2030,524,1782283621265,3060,521,1782283619023,818,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,96,511973,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
521,trades,1782283619023,1782283619269491543,818,852.170284,False,517,1782283615904,3119,520,1782283618205,818,524,1782283621265,2242,522,1782283619642,619,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,96,512791,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
522,trades,1782283619642,1782283619924183873,619,654.69233,False,517,1782283615904,3738,521,1782283619023,619,524,1782283621265,1623,523,1782283621197,1555,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,96,513410,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
523,trades,1782283621197,1782283621404550029,1555,1480.366156,False,517,1782283615904,5293,522,1782283619642,1555,524,1782283621265,68,525,1782283622074,877,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,96,514965,real_bbo_history_stale,block,missing,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput
524,l2Book,1782283621265,1782283621583868829,68,179.3188,False,517,1782283615904,5361,523,1782283621197,68,528,1782283626627,5362,525,1782283622074,809,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,97,515033,real_bbo_history_insufficient,block,missing,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence
525,trades,1782283622074,1782283622374475798,809,790.606969,False,524,1782283621265,809,523,1782283621197,877,528,1782283626627,4553,526,1782283622206,132,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,97,515842,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
526,trades,1782283622206,1782283622423504231,132,49.028433,False,524,1782283621265,941,525,1782283622074,132,528,1782283626627,4421,527,1782283623028,822,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,97,515974,real_bbo_history_touch_stability,pass,missing,
527,trades,1782283623028,1782283623328688138,822,905.183907,False,524,1782283621265,1763,526,1782283622206,822,528,1782283626627,3599,529,1782283628064,5036,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,97,516796,real_bbo_history_touch_stability,pass,missing,
528,l2Book,1782283626627,1782283626918905703,3599,3590.217565,False,524,1782283621265,5362,527,1782283623028,3599,530,1782283632081,5454,529,1782283628064,1437,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,98,520395,real_bbo_history_insufficient,block,missing,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput
529,trades,1782283628064,1782283628299007466,1437,1380.101763,False,528,1782283626627,1437,527,1782283623028,5036,530,1782283632081,4017,531,1782283634017,5953,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,98,521832,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
530,l2Book,1782283632081,1782283632615803185,4017,4316.795719,False,528,1782283626627,5454,529,1782283628064,4017,533,1782283637388,5307,531,1782283634017,1936,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,99,525849,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
531,trades,1782283634017,1782283634250988020,1936,1635.184835,False,530,1782283632081,1936,529,1782283628064,5953,533,1782283637388,3371,532,1782283635381,1364,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,99,527785,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
532,trades,1782283635381,1782283635600296552,1364,1349.308532,False,530,1782283632081,3300,531,1782283634017,1364,533,1782283637388,2007,534,1782283638042,2661,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,99,529149,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
533,l2Book,1782283637388,1782283637678997491,2007,2078.700939,False,530,1782283632081,5307,532,1782283635381,2007,539,1782283642790,5402,534,1782283638042,654,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,100,531156,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
534,trades,1782283638042,1782283638292663599,654,613.666108,False,533,1782283637388,654,532,1782283635381,2661,539,1782283642790,4748,535,1782283638125,83,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,100,531810,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
535,trades,1782283638125,1782283638316563239,83,23.89964,False,533,1782283637388,737,534,1782283638042,83,539,1782283642790,4665,536,1782283638327,202,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,100,531893,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
536,trades,1782283638327,1782283638537653292,202,221.090053,False,533,1782283637388,939,535,1782283638125,202,539,1782283642790,4463,537,1782283639344,1017,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,100,532095,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
537,trades,1782283639344,1782283639537736714,1017,1000.083422,False,533,1782283637388,1956,536,1782283638327,1017,539,1782283642790,3446,538,1782283641040,1696,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,100,533112,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
538,trades,1782283641040,1782283641297103697,1696,1759.366983,False,533,1782283637388,3652,537,1782283639344,1696,539,1782283642790,1750,540,1782283643872,2832,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,100,534808,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
539,l2Book,1782283642790,1782283643082793666,1750,1785.689969,False,533,1782283637388,5402,538,1782283641040,1750,544,1782283648174,5384,540,1782283643872,1082,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,101,536558,real_bbo_history_insufficient,block,missing,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput
