inventory_bucket,side_class,quote_distance_bucket,fair_or_reservation_edge_bucket,latency_stale_bucket,post_only_safety_bucket,reject_throttle_churn_bucket,fill_after_cancel_bucket,bucket_level,scope,rows_before,rows_after,rows_delta,fills_before,fills_after,fills_delta,sample_count_before,sample_count_after,sample_count_delta,fill_sample_count_before,fill_sample_count_after,fill_sample_count_delta,fill_rate_before,fill_rate_after,fill_rate_delta,clean_only_fill_mass_before,clean_only_fill_mass_after,clean_only_fill_mass_delta,side_adjusted_markout_5000ms_mean_before,side_adjusted_markout_5000ms_mean_after,spread_capture_ticks_mean_before,spread_capture_ticks_mean_after,fee_adjusted_spread_capture_ticks_mean_before,fee_adjusted_spread_capture_ticks_mean_after,fill_after_cancel_rate_before,fill_after_cancel_rate_after,inventory_increasing_fill_rate_before,inventory_increasing_fill_rate_after,inventory_reducing_fill_rate_before,inventory_reducing_fill_rate_after,post_only_risk_rows_before,post_only_risk_rows_after,reject_throttle_churn_rows_before,reject_throttle_churn_rows_after,verdict_before,verdict_after,flow_class,flow_note
mild_skew,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,0,1,1,0,0,0,0,1,1,0,0,0,,0,0,,0,0,,,,,,,,,,,,,,0,,1,,reject_quality_negative,new_bucket,new clean-only bucket appeared or became active after the 120min sample
mild_skew,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,guarded_depth_fallback,fast_cancel_churn,no_fill,fill_after_cancel_sensitivity,accepted_set,0,1,1,0,0,0,0,1,1,0,0,0,,0,0,,,0,,,,,,,,,,,,,,0,,1,,reject_quality_negative,new_bucket,new clean-only bucket appeared or became active after the 120min sample
mild_skew,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,guarded_depth_fallback,fast_cancel_churn,no_fill,fill_after_cancel_sensitivity,clean_only,0,1,1,0,0,0,0,1,1,0,0,0,,0,0,,0,0,,,,,,,,,,,,,,0,,1,,reject_quality_negative,new_bucket,new clean-only bucket appeared or became active after the 120min sample
large_skew_or_low_score,add_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,6,7,1,0,0,0,4,5,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,6,7,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,6,7,1,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,6,7,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,fast_cancel_churn,no_fill,fill_after_cancel_sensitivity,accepted_set,6,7,1,0,0,0,4,5,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,6,7,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,fast_cancel_churn,no_fill,fill_after_cancel_sensitivity,clean_only,6,7,1,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,6,7,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,1,2,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,1,2,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,no_fill,fill_after_cancel_sensitivity,accepted_set,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,1,2,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,no_fill,fill_after_cancel_sensitivity,clean_only,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,1,2,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,1,2,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,1,2,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,fast_cancel_churn,no_fill,fill_after_cancel_sensitivity,accepted_set,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,1,2,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,fast_cancel_churn,no_fill,fill_after_cancel_sensitivity,clean_only,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,1,2,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,1,2,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,1,2,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,1,2,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,1,2,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,stale_latency_high,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,stale_latency_high,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,stale_latency_high,post_only_clean,churn_normal,no_fill,fill_after_cancel_sensitivity,accepted_set,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,stale_latency_high,post_only_clean,churn_normal,no_fill,fill_after_cancel_sensitivity,clean_only,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,0,1,1,0,0,0,0,1,1,0,0,0,,0,0,,,0,,,,,,,,,,,,,,0,,0,,needs_more_clean_fills,new_bucket,new clean-only bucket appeared or became active after the 120min sample
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,0,1,1,0,0,0,0,1,1,0,0,0,,0,0,,0,0,,,,,,,,,,,,,,0,,0,,needs_more_clean_fills,new_bucket,new clean-only bucket appeared or became active after the 120min sample
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,churn_normal,no_fill,fill_after_cancel_sensitivity,accepted_set,0,1,1,0,0,0,0,1,1,0,0,0,,0,0,,,0,,,,,,,,,,,,,,0,,0,,needs_more_clean_fills,new_bucket,new clean-only bucket appeared or became active after the 120min sample
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,churn_normal,no_fill,fill_after_cancel_sensitivity,clean_only,0,1,1,0,0,0,0,1,1,0,0,0,,0,0,,0,0,,,,,,,,,,,,,,0,,0,,needs_more_clean_fills,new_bucket,new clean-only bucket appeared or became active after the 120min sample
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,4,5,1,0,0,0,4,5,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,4,5,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,3,4,1,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,3,4,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,4,5,1,0,0,0,4,5,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,4,5,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,3,4,1,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,3,4,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,cancel_readd_pressure,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,9,10,1,0,0,0,5,6,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,9,10,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,cancel_readd_pressure,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,9,1,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,8,9,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,cancel_readd_pressure,no_fill,fill_after_cancel_sensitivity,accepted_set,9,10,1,0,0,0,5,6,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,9,10,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,cancel_readd_pressure,no_fill,fill_after_cancel_sensitivity,clean_only,8,9,1,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,8,9,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,4,5,1,1,1,0,4,5,1,1,1,0,0.25,0.2,-0.05,,,0,-136.5,-136.5,0.5,0.5,0.5,0.5,0,0,1,1,0,0,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,4,5,1,1,1,0,4,5,1,1,1,0,0.25,0.2,-0.05,1,1,0,-136.5,-136.5,0.5,0.5,0.5,0.5,0,0,1,1,0,0,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,churn_normal,no_fill,fill_after_cancel_sensitivity,accepted_set,3,4,1,0,0,0,3,4,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,churn_normal,no_fill,fill_after_cancel_sensitivity,clean_only,3,4,1,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,7,8,1,0,0,0,4,5,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,7,8,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,7,8,1,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,7,8,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,fast_cancel_churn,no_fill,fill_after_cancel_sensitivity,accepted_set,7,8,1,0,0,0,4,5,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,7,8,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,fast_cancel_churn,no_fill,fill_after_cancel_sensitivity,clean_only,7,8,1,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,7,8,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,touch,edge_strong_favorable,stale_latency_high,clamped,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,0,1,1,0,0,0,0,1,1,0,0,0,,0,0,,,0,,,,,,,,,,,,,,0,,0,,needs_more_clean_fills,new_bucket,new clean-only bucket appeared or became active after the 120min sample
mild_skew,add_side,touch,edge_strong_favorable,stale_latency_high,clamped,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,0,1,1,0,0,0,0,1,1,0,0,0,,0,0,,0,0,,,,,,,,,,,,,,0,,0,,needs_more_clean_fills,new_bucket,new clean-only bucket appeared or became active after the 120min sample
mild_skew,add_side,touch,edge_strong_favorable,stale_latency_high,clamped,churn_normal,no_fill,fill_after_cancel_sensitivity,accepted_set,0,1,1,0,0,0,0,1,1,0,0,0,,0,0,,,0,,,,,,,,,,,,,,0,,0,,needs_more_clean_fills,new_bucket,new clean-only bucket appeared or became active after the 120min sample
mild_skew,add_side,touch,edge_strong_favorable,stale_latency_high,clamped,churn_normal,no_fill,fill_after_cancel_sensitivity,clean_only,0,1,1,0,0,0,0,1,1,0,0,0,,0,0,,0,0,,,,,,,,,,,,,,0,,0,,needs_more_clean_fills,new_bucket,new clean-only bucket appeared or became active after the 120min sample
mild_skew,add_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,cancel_readd_pressure,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,2,3,1,1,1,0,2,3,1,1,1,0,0.5,0.333333,-0.166667,,,0,-100.5,-100.5,0.5,0.5,0.5,0.5,1,1,1,1,0,0,0,0,2,3,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,cancel_readd_pressure,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,2,3,1,1,1,0,2,3,1,1,1,0,0.5,0.333333,-0.166667,1,1,0,-100.5,-100.5,0.5,0.5,0.5,0.5,1,1,1,1,0,0,0,0,2,3,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,cancel_readd_pressure,no_fill,fill_after_cancel_sensitivity,accepted_set,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,1,2,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,cancel_readd_pressure,no_fill,fill_after_cancel_sensitivity,clean_only,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,1,2,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,1,2,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,1,2,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,1,2,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,1,2,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,step_back_gt1,edge_adverse,fresh_low_latency,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,0,1,1,0,0,0,0,1,1,0,0,0,,0,0,,,0,,,,,,,,,,,,,,0,,1,,reject_quality_negative,new_bucket,new clean-only bucket appeared or became active after the 120min sample
flat,flat_side,step_back_gt1,edge_adverse,fresh_low_latency,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,0,1,1,0,0,0,0,1,1,0,0,0,,0,0,,0,0,,,,,,,,,,,,,,0,,1,,reject_quality_negative,new_bucket,new clean-only bucket appeared or became active after the 120min sample
flat,flat_side,step_back_gt1,edge_adverse,fresh_low_latency,post_only_clean,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,0,1,1,0,0,0,0,1,1,0,0,0,,0,0,,,0,,,,,,,,,,,,,,0,,1,,reject_quality_negative,new_bucket,new clean-only bucket appeared or became active after the 120min sample
flat,flat_side,step_back_gt1,edge_adverse,fresh_low_latency,post_only_clean,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,0,1,1,0,0,0,0,1,1,0,0,0,,0,0,,0,0,,,,,,,,,,,,,,0,,1,,reject_quality_negative,new_bucket,new clean-only bucket appeared or became active after the 120min sample
flat,flat_side,step_back_gt1,edge_adverse,stale_latency_medium,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,1,2,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,step_back_gt1,edge_adverse,stale_latency_medium,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,1,2,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,step_back_gt1,edge_adverse,stale_latency_medium,post_only_clean,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,1,2,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,step_back_gt1,edge_adverse,stale_latency_medium,post_only_clean,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,1,2,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,1,2,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,1,2,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,guarded_depth_fallback,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,1,2,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,guarded_depth_fallback,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,1,2,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,25,26,1,0,0,0,5,6,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,25,26,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,24,25,1,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,24,25,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,clamped,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,25,26,1,0,0,0,5,6,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,25,26,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,clamped,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,24,25,1,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,24,25,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,3,4,1,0,0,0,3,4,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,2,3,1,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,churn_normal,no_fill,fill_after_cancel_sensitivity,accepted_set,3,4,1,0,0,0,3,4,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,churn_normal,no_fill,fill_after_cancel_sensitivity,clean_only,2,3,1,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
